revenue_usd_millions,pitchbook_valuation_usd_millions,pitchbook_primary_industry_group,pitchbook_primary_industry_sector,pitchbook_verticals,pitchbook_hq_location,pitchbook_hq_country,pitchbook_last_financing_date,pitchbook_last_financing_size_usd_millions,pitchbook_last_financing_deal_type,employee_count_pitchbook,employee_count_linkedin_scraped,employee_count_crunchbase_range,company_size_category,crunchbase_revenue_range,crunchbase_industry_tags,crunchbase_industry_category,total_funding_usd,num_funding_rounds,avg_round_size_usd,total_investors,latest_funding_type,latest_funding_date,months_since_last_funding,funding_stage_encoded,country,state_region,city,founded_year,company_age_years,is_public,ipo_date,ipo_exchange,ipo_ticker,revenue_tier,is_pe_backed,num_pe_investors,ml_predicted_revenue,ml_prediction_confidence
5.35,1221.68,Textiles,Materials and Resources,,"Tsuruoka, Japan",Japan,2024-03-29,66.82,PE Growth/Expansion,300.0,,,,r_00050000,,"Advanced Materials, Bioinformatics, Biotechnology, Building Material, Life Science",0,0,0,0,,,,,Japan,,,2007.0,18.0,False,,,,,True,1,,
36.92,39.66,Commercial Services,Business Products and Services (B2B),,"Addison, TX",United States,2022-08-01,50.0,Debt - General,600.0,,,,r_00010000,,"Fuel, Nanotechnology, Security",0,0,0,0,,,,,United States,,,1995.0,30.0,False,,,,,True,1,,
87.2,8.74,Commercial Services,Business Products and Services (B2B),"TMT, Industrials, SaaS","Malvern, PA",United States,2022-10-24,,Buyout/LBO,102.0,,,,r_00010000,,"Consulting, Employment, Enterprise Software, Human Resources, Information Technology",0,0,0,0,,,,,United States,,,2001.0,24.0,False,,,,,True,2,,
99.51,,Services (Non-Financial),Consumer Products and Services (B2C),,"Madrid, Spain",Spain,2012-11-02,,Buyout/LBO,298.0,,,,r_00000000,,"Advertising, E-Commerce",0,0,0,0,,,,,Spain,,,2014.0,11.0,False,,,,,True,2,,
60.0,36.92,Software,Information Technology,"Cybersecurity, Internet of Things","Arlington, VA",United States,2024-08-20,32.58,Debt - General,707.0,,,,r_00050000,,"Cyber Security, Information Technology, Network Security",0,0,0,0,,,,,United States,,,2017.0,8.0,False,,,,,True,1,,
152.4,570.0,Software,Information Technology,"Cybersecurity, SaaS, TMT","Boston, MA",United States,2022-08-25,570.0,Buyout/LBO,500.0,,,,r_00010000,,"Cloud Computing, Human Resources, Software",0,0,0,0,,,,,United States,,,1991.0,34.0,False,,,,,True,1,,
247.26,,Healthcare Services,Healthcare,,"Lakeland, FL",United States,2022-03-22,266.92,Debt Refinancing,700.0,,,,r_00500000,,"Health Care, Medical, Pharmaceutical",0,0,0,0,,,,,United States,,,1999.0,26.0,False,,,,,True,1,,
31.66,52.04,Software,Information Technology,"Cybersecurity, EdTech","Folkestone, United Kingdom",United Kingdom,,,Merger/Acquisition,280.0,,,,r_00010000,,"Artificial Intelligence (AI), Cyber Security, Information Technology, Penetration Testing, Skill Assessment",0,0,0,0,,,,,United Kingdom,,,2017.0,8.0,False,,,,,True,1,,
708.31,1423.58,Apparel and Accessories,Consumer Products and Services (B2C),"Manufacturing, TMT","Milan, Italy",Italy,2025-05-08,540.83,Debt Refinancing,1700.0,,,,r_00500000,,"Apparel, Fashion, Sports",0,0,0,0,,,,,Italy,,,2000.0,25.0,False,,,,,True,1,,
946.83,4000.0,Commercial Services,Business Products and Services (B2B),,"Seattle, WA",United States,2025-10-06,628.4,Debt - Merger,1700.0,,,,r_00500000,,"Content Creators, Digital Media, Image Recognition, Photography",0,0,0,0,,,,,United States,,,1995.0,30.0,True,,nyse,,,True,1,,
1063.98,3564.46,Commercial Services,Business Products and Services (B2B),"Mobility Tech, SaaS, Supply Chain Tech","Gurugram, India",India,2023-11-17,88.75,Secondary Transaction - Private,62072.0,,,,r_01000000,,"E-Commerce, Freight Service, Logistics, Shipping, Supply Chain Management",0,0,0,0,,,,,India,,,2011.0,14.0,True,,bom,,,True,1,,
8.0,47.25,Software,Information Technology,Mobility Tech,"Quincy, MA",United States,2023-10-17,,Merger/Acquisition,14.0,,,,,,"Automotive, Internet, Software, Telecommunications",0,0,0,0,,,,,United States,,,2021.0,4.0,False,,,,,True,1,,
560.0,2000.0,Commercial Transportation,Business Products and Services (B2B),,"Portland, OR",United States,2025-09-16,,Debt Refinancing,2600.0,,,,r_00500000,,,0,0,0,0,,,,,United States,,,1995.0,30.0,False,,,,,True,1,,
325.0,310.5,Transportation,Consumer Products and Services (B2C),,"Orlando, FL",United States,2020-05-26,,Bankruptcy: Admin/Reorg,500.0,,,,r_00001000,,"Automotive, Financial Services, Real Estate",0,0,0,0,,,,,United States,,,1963.0,62.0,False,,,,,True,1,,
21.0,,Software,Information Technology,SaaS,"Reston, VA",United States,2018-11-07,,Buyout/LBO,,,,,,,"Analytics, Data Integration, Data Visualization, Software",0,0,0,0,,,,,United States,,,2006.0,19.0,False,,,,,True,1,,
8.76,,Pharmaceuticals and Biotechnology,Healthcare,Life Sciences,"San Carlos, CA",United States,2021-09-02,,Buyout/LBO,235.0,,,,r_00010000,,"Biotechnology, Health Care, Life Science, Pharmaceutical",0,0,0,0,,,,,United States,,,2009.0,16.0,False,,,,,True,1,,
19.8,3.55,Software,Information Technology,"FinTech, TMT, SaaS","Burlington, MA",United States,2009-03-20,3.55,Buyout/LBO,52.0,,,,,,Financial Services,0,0,0,0,,,,,United States,,,2015.0,10.0,False,,,,,True,1,,
4.2,536.08,Other Financial Services,Financial Services,,"Ahmedabad, India",India,2015-05-21,536.08,Merger/Acquisition,2662.0,,,,,,"Dating, Social Media, Social Network",0,0,0,0,,,,,India,,,2011.0,14.0,False,,,,,True,1,,
26.3,450.0,Software,Information Technology,"FinTech, SaaS, TMT","New York, NY",United States,2023-10-03,450.0,Merger/Acquisition,133.0,,,,r_00010000,,"FinTech, Software, Trading Platform",0,0,0,0,,,,,United States,,,2003.0,22.0,False,,,,,True,1,,
308.03,935.44,Communications and Networking,Information Technology,TMT,"La Defense, France",France,2013-08-29,,Buyout/LBO,1000.0,,,,r_00001000,,"Child Care, Communities, Health Care, Mental Health",0,0,0,0,,,,,France,,,1920.0,105.0,False,,,,,True,1,,
591.8,1923.22,Healthcare Devices and Supplies,Healthcare,Manufacturing,"Tokyo, Japan",Japan,2024-10-25,875.07,IPO,2136.0,,,,r_00010000,,"Computer, Hardware, Health Care, Health Diagnostics, Manufacturing",0,0,0,0,,,,,Japan,,,1951.0,74.0,True,,tyo,,,True,1,,
250.0,100.0,Commercial Products,Business Products and Services (B2B),Manufacturing,"Hong Kong, Hong Kong",Hong Kong,2019-03-01,,Secondary Transaction - Private,3000.0,,,,r_00010000,,"Consumer Electronics, Electronics, Energy Storage, Manufacturing",0,0,0,0,,,,,Hong Kong,,,1999.0,26.0,False,,,,,True,1,,
60.0,,Commercial Services,Business Products and Services (B2B),,"Chicago, IL",United States,2015-06-15,,Buyout/LBO,250.0,,,,r_00001000,,"Aerospace, Automotive, Banking, Insurance, Professional Services",0,0,0,0,,,,,United States,,,1996.0,29.0,False,,,,,True,1,,
3.1,120.0,Energy Equipment,Energy,CleanTech,"San Jose, CA",United States,2014-04-01,,Bankruptcy: Liquidation,300.0,,,,r_00010000,,"Nanotechnology, Renewable Energy, Solar",0,0,0,0,,,,,United States,,,2002.0,23.0,False,,,,,True,1,,
18.63,,Commercial Services,Business Products and Services (B2B),,"Cape May Court House, NJ",United States,2021-06-02,,Buyout/LBO,110.0,,,,r_00010000,,"Automotive, EdTech, Education, Internet, Logistics",0,0,0,0,,,,,United States,,,2015.0,10.0,False,,,,,True,2,,
266.99,1814.05,Capital Markets/Institutions,Financial Services,,"London, United Kingdom",United Kingdom,2022-08-04,1814.05,Buyout/LBO,3157.0,,,,r_00100000,,"Asset Management, Financial Services, Industrial, Information Technology",0,0,0,0,,,,,United Kingdom,,,1988.0,37.0,True,,lse,,,True,2,,
40.0,70.39,Energy Services,Energy,"CleanTech, Climate Tech, TMT, LOHAS & Wellness","Orem, UT",United States,2022-11-07,,Merger/Acquisition,229.0,,,,r_00010000,,"Electronics, Energy, Finance, Solar",0,0,0,0,,,,,United States,,,2010.0,15.0,False,,,,,True,1,,
70.0,369.0,Commercial Services,Business Products and Services (B2B),Industrials,"Hendersonville, TN",United States,2024-09-19,369.0,Buyout/LBO,925.0,,,,r_00010000,,"Health Care, Software",0,0,0,0,,,,,United States,,,1990.0,35.0,False,,,,,True,1,,
25.73,,Software,Information Technology,"Marketing Tech, TMT","Bellevue, WA",United States,2008-05-21,,Merger/Acquisition,280.0,,,,,,"Banking, EdTech, Education, Software",0,0,0,0,,,,,United States,,,1999.0,26.0,False,,,,,True,1,,
5.4,22.0,Commercial Services,Business Products and Services (B2B),"FinTech, SaaS","San Francisco, CA",United States,2025-04-01,,Buyout/LBO,15.0,,,,r_00000000,,"Commercial Real Estate, Communities, Property Development, Real Estate, Residential",0,0,0,0,,,,,United States,,,2022.0,3.0,False,,,,,True,2,,
24.0,,Healthcare Services,Healthcare,,"Brentwood, TN",United States,2025-07-29,,Buyout/LBO,355.0,,,,r_00010000,,"Health Care, Outpatient Care, Recruiting, Training",0,0,0,0,,,,,United States,,,2003.0,22.0,False,,,,,True,1,,
525.53,1603.28,Commercial Services,Business Products and Services (B2B),"Infrastructure, Industrials","Rotterdam, Netherlands",Netherlands,2024-05-14,1231.98,Debt Refinancing,1450.0,,,,,,"Logistics, Oil and Gas",0,0,0,0,,,,,Netherlands,,,2000.0,25.0,False,,,,,True,1,,
550.0,,"Restaurants, Hotels and Leisure",Consumer Products and Services (B2C),TMT,"Atlanta, GA",United States,2017-12-12,,Buyout/LBO,500.0,,,,r_00010000,,"Event Management, Sports",0,0,0,0,,,,,United States,,,2010.0,15.0,False,,,,,True,1,,
21.0,115.0,Commercial Services,Business Products and Services (B2B),Industrials,"Houston, TX",United States,2024-11-05,,Buyout/LBO,2400.0,,,,r_00100000,,"Consumer Goods, Retail, Supply Chain Management",0,0,0,0,,,,,United States,,,1992.0,33.0,False,,,,,True,1,,
111.9,675.7,Commercial Services,Business Products and Services (B2B),"FinTech, TMT, SaaS","London, United Kingdom",United Kingdom,2023-06-19,200.0,Debt - General,800.0,,,,r_00100000,,"Analytics, Banking, Content, Financial Services, Information Technology",0,0,0,0,,,,,United Kingdom,,,1983.0,42.0,False,,,,,True,1,,
541.0,6100.0,"Exploration, Production and Refining",Energy,"TMT, Infrastructure, CleanTech","San Francisco, CA",United States,2025-06-09,,Secondary Transaction - Private,713.0,,,,r_00100000,,"Energy, Renewable Energy",0,0,0,0,,,,,United States,,,2012.0,13.0,True,,nasdaq,,,True,1,,
530.0,1581.0,IT Services,Information Technology,TMT,"Beaverton, OR",United States,2021-12-27,1581.0,Merger/Acquisition,5000.0,,,,r_01000000,,"Cloud Management, Consulting, Information Technology, Software Engineering",0,0,0,0,,,,,United States,,,2021.0,4.0,False,,,,,True,1,,
28.8,,Software,Information Technology,AdTech,"London, United Kingdom",United Kingdom,2021-06-09,,Buyout/LBO,450.0,,,,r_00001000,,"Advertising, Asset Management, Digital Media, Productivity Tools",0,0,0,0,,,,,United Kingdom,,,2001.0,24.0,False,,,,,True,1,,
736.51,2200.0,Commercial Services,Business Products and Services (B2B),,"Independence, OH",United States,2024-10-31,2200.0,Merger/Acquisition,5700.0,,,,r_00500000,,"Autonomous Vehicles, Education, Information Technology",0,0,0,0,,,,,United States,,,1975.0,50.0,True,,nasdaq,,,True,1,,
11.0,110.27,Utilities,Energy,"TMT, CleanTech, Climate Tech","Ottawa, Canada",Canada,2024-01-01,15.0,Debt - General,57.0,,,,,,"Biofuel, Biotechnology",0,0,0,0,,,,,Canada,,,1974.0,51.0,False,,,,,True,1,,
11.1,70.22,Software,Information Technology,SaaS,"New York, NY",United States,2024-07-01,,PE Growth/Expansion,350.0,,,,r_00010000,,"Enterprise Resource Planning (ERP), Information Technology, Risk Management, Software",0,0,0,0,,,,,United States,,,2003.0,22.0,False,,,,,True,1,,
1012.16,734.0,Software,Information Technology,"Real Estate Technology, Mortgage Tech, TMT, FinTech","Charlotte, NC",United States,2025-08-15,475.0,Debt Refinancing,937.0,,,,r_00500000,,"Commercial Lending, Credit, Credit Cards, E-Commerce, Finance",0,0,0,0,,,,,United States,,,1998.0,27.0,True,,nasdaq,,,True,1,,
460.0,2000.0,Software,Information Technology,"Big Data, TMT, SaaS","Westlake, TX",United States,2021-06-07,,Buyout/LBO,2000.0,,,,r_00100000,,"Fleet Management, Software",0,0,0,0,,,,,United States,,,1988.0,37.0,False,,,,,True,2,,
406.5,2300.0,Computer Hardware,Information Technology,"Manufacturing, Industrials, AgTech, Supply Chain Tech","Dallas, TX",United States,2019-04-01,2300.0,Merger/Acquisition,1900.0,,,,,,"Industrial, Manufacturing, Plastics and Rubber Manufacturing",0,0,0,0,,,,,United States,,,,,False,,,,,True,1,,
624.0,7000.0,Healthcare Technology Systems,Healthcare,"HealthTech, Big Data","Alpharetta, GA",United States,2025-07-31,684.0,Debt - Acquisition,7000.0,,,,r_00100000,,"Electronic Health Record (EHR), Health Care, Hospital, Medical",0,0,0,0,,,,,United States,,,1976.0,49.0,False,,,,,True,1,,
1193.05,3429.23,Commercial Banks,Financial Services,FinTech,"London, United Kingdom",United Kingdom,2025-04-24,,Merger/Acquisition,4000.0,,,,r_00500000,,"Banking, Finance, Financial Services",0,0,0,0,,,,,United Kingdom,,,2014.0,11.0,False,,,,,True,1,,
32.36,73.26,Apparel and Accessories,Consumer Products and Services (B2C),Manufacturing,"London, United Kingdom",United Kingdom,2019-03-28,,Merger/Acquisition,144.0,,,,r_00010000,,"Electronics, Fashion, Lifestyle, Product Design, Retail",0,0,0,0,,,,,United Kingdom,,,1987.0,38.0,False,,,,,True,1,,
80.0,368.77,Commercial Services,Business Products and Services (B2B),"TMT, Marketing Tech, AdTech","New York, NY",United States,2019-05-01,,Buyout/LBO,552.0,57.0,c_00101_00250,Small,r_00010000,,"Software, Sales and Marketing, Messaging and Telecommunications, Internet Services, Information Technology, Data and Analytics, Advertising, Big Data, Data Integration, Email, Email Marketing, Messaging, SaaS",126364712,14,9026050,12,series_unknown,2016-12-05,107.0,1.0,United States,New York,New York,,,False,,,,Growth Stage,True,1,18261562.0,0.8
121.8,350.0,Healthcare Technology Systems,Healthcare,,"Peabody, MA",United States,2015-06-17,,Merger/Acquisition,500.0,,,,r_00001000,,"Consulting, Customer Service, Pharmaceutical",0,0,0,0,,,,,United States,,,2004.0,21.0,False,,,,,True,1,,
110.0,568.0,Consumer Non-Durables,Consumer Products and Services (B2C),"E-Commerce, Beauty","San Francisco, CA",United States,2025-10-09,40.0,Debt Repayment,341.0,,,,r_00100000,,"Beauty, Consumer Goods, E-Commerce, Retail",0,0,0,0,,,,,United States,,,2013.0,12.0,False,,,,,True,1,,
8.5,289.0,Media,Consumer Products and Services (B2C),TMT,"Dallas, TX",United States,2018-07-16,289.0,Buyout/LBO,157.0,,,,r_00001000,,"E-Commerce, Lighting, Manufacturing, Retail",0,0,0,0,,,,,United States,,,2011.0,14.0,False,,,,,True,1,,
40.04,115.0,Software,Information Technology,"TMT, SaaS, HealthTech","Natick, MA",United States,2005-01-14,115.0,Merger/Acquisition,,,,,r_00010000,,"Digital Media, Document Management, Online Portals",0,0,0,0,,,,,United States,,,2010.0,15.0,False,,,,,True,1,,
3.4,,Healthcare Technology Systems,Healthcare,"HealthTech, SaaS","San Diego, CA",United States,2025-07-31,,Buyout/LBO,1000.0,,,,r_00050000,,"Enterprise Software, Health Care, Health Diagnostics, Information Technology, Medical Device",0,0,0,0,,,,,United States,,,1997.0,28.0,False,,,,,True,1,,
33.16,70.04,Commercial Services,Business Products and Services (B2B),"HR Tech, SaaS","Gurugram, India",India,2025-04-14,,Buyout/LBO,1000.0,,,,,,Association,0,0,0,0,,,,,India,,,2015.0,10.0,False,,,,,True,1,,
146.68,21.85,IT Services,Information Technology,FinTech,"Navi Mumbai, India",India,2024-04-08,45.41,PIPE,2706.0,,,,r_00100000,,"Enterprise Software, Financial Services, Information Technology, Payments, Risk Management",0,0,0,0,,,,,India,,,1997.0,28.0,True,,nse,,,True,1,,
6.11,18.73,Healthcare Technology Systems,Healthcare,TMT,"Toronto, Canada",Canada,2015-10-15,18.73,Merger/Acquisition,52.0,,,,,,"Health Care, Information Services",0,0,0,0,,,,,Canada,,,2004.0,21.0,True,,cve,,,True,1,,
1204.32,476.21,Forestry,Materials and Resources,,"Bethesda, MD",United States,2024-12-06,,Exit Financing,1234.0,,,,,,"Advocacy, Communities, Education, Health Care, Non Profit",0,0,0,0,,,,,United States,,,2024.0,1.0,False,,,,,True,1,,
33.57,20.2,Software,Information Technology,"SaaS, TMT","Boston, MA",United States,2014-11-17,,Buyout/LBO,250.0,,,,,,"Asset Management, Consulting, Enterprise Software, Financial Services, Government",0,0,0,0,,,,,United States,,,1998.0,27.0,False,,,,,True,2,,
1268.35,3558.82,Other Financial Services,Financial Services,"Cryptocurrency/Blockchain, TMT, FinTech, Mortgage Tech","Toronto, Canada",Canada,2017-06-13,3558.82,Buyout/LBO,5500.0,,,,r_00001000,,"Customer Service, Delivery Service, Transportation",0,0,0,0,,,,,Canada,,,2010.0,15.0,False,,,,,True,1,,
124.88,260.13,Healthcare Devices and Supplies,Healthcare,Manufacturing,"Irvine, CA",United States,2020-07-06,,Bankruptcy: Admin/Reorg,453.0,,,,r_00100000,,"Biotechnology, Health Care, Therapeutics",0,0,0,0,,,,,United States,,,1992.0,33.0,True,,nasdaq,,,True,1,,
35.48,755.81,IT Services,Information Technology,,"Beaverton, OR",United States,2024-02-23,32.5,PIPE,215.0,,,,r_00010000,,"Computer, Database, Software",0,0,0,0,,,,,United States,,,1995.0,30.0,True,,nasdaq,,,True,1,,
35.0,153.0,Commercial Services,Business Products and Services (B2B),"Mobile, TMT","Saint Paul, MN",United States,2016-10-20,153.0,Buyout/LBO,255.0,,,,,,"Dietary Supplements, Email, Enterprise Software, GovTech, SaaS",0,0,0,0,,,,,United States,,,2000.0,25.0,False,,,,,True,1,,
100.0,752.88,Software,Information Technology,"CleanTech, SaaS, FinTech, TMT","New York, NY",United States,2019-09-16,730.3,Merger/Acquisition,240.0,,,,r_00010000,,"Finance, Financial Services, Risk Management",0,0,0,0,,,,,United States,,,1998.0,27.0,False,,,,,True,1,,
21.8,1415.17,Commercial Services,Business Products and Services (B2B),"Mobile, HR Tech","Madrid, Spain",Spain,2025-08-05,648.06,Debt Refinancing,3603.0,,,,r_00001000,,"Employment, Marketplace, Staffing Agency",0,0,0,0,,,,,Spain,,,2009.0,16.0,False,,,,,True,1,,
810.0,536.67,Retail,Consumer Products and Services (B2C),,"New York, NY",United States,2021-06-30,26.8,Mezzanine,4300.0,,,,r_00000000,,"Advertising, Events, Sports",0,0,0,0,,,,,United States,,,1992.0,33.0,False,,,,,True,1,,
938.92,2023.13,"Restaurants, Hotels and Leisure",Consumer Products and Services (B2C),,"London, United Kingdom",United Kingdom,2024-09-17,328.21,Corporate,12500.0,,,,r_01000000,,"Retail, Snack Food",0,0,0,0,,,,,United Kingdom,,,1986.0,39.0,False,,,,,True,1,,
3.9,,Software,Information Technology,"SaaS, TMT, Big Data","Stockholm, Sweden",Sweden,2020-01-13,,Buyout/LBO,17.0,,,,r_00010000,,"Information Services, Information Technology, Software",0,0,0,0,,,,,Sweden,,,2012.0,13.0,False,,,,,True,1,,
40.0,10.0,Software,Information Technology,"FinTech, InsurTech, SaaS","Dallas, TX",United States,2024-10-01,3.11,Debt - General,250.0,,,,r_00010000,,"Financial Services, Information Services, Information Technology, Software",0,0,0,0,,,,,United States,,,1995.0,30.0,False,,,,,True,1,,
38.1,60.8,IT Services,Information Technology,"SaaS, Supply Chain Tech","Austin, TX",United States,2019-08-21,60.8,Merger/Acquisition,270.0,,,,r_00050000,,"Internet, Marketplace",0,0,0,0,,,,,United States,,,2006.0,19.0,False,,,,,True,1,,
18.8,,Healthcare Services,Healthcare,,"Winter Park, FL",United States,2023-09-27,0.15,Debt - General,306.0,,,,r_00010000,,"Health Care, Medical, Mental Health",0,0,0,0,,,,,United States,,,2013.0,12.0,False,,,,,True,1,,
17.3,300.0,Software,Information Technology,TMT,"Washington, DC",United States,2022-01-14,300.0,Buyout/LBO,210.0,,,,r_00000000,,"Marketing, Non Profit, Payments, SaaS, Software",0,0,0,0,,,,,United States,,,2001.0,24.0,False,,,,,True,1,,
40.28,,Software,Information Technology,FinTech,"London, United Kingdom",United Kingdom,2023-01-26,365.58,Debt - General,284.0,,,,r_00001000,,"Employee Benefits, Finance, Financial Services, FinTech",0,0,0,0,,,,,United Kingdom,,,2015.0,10.0,False,,,,,True,1,,
35.0,200.0,Media,Consumer Products and Services (B2C),TMT,"Los Angeles, CA",United States,2021-09-22,10.0,Early Stage VC,126.0,,,,r_00000000,,"Digital Entertainment, Digital Marketing, Digital Media, Film Production, Media and Entertainment",0,0,0,0,,,,,United States,,,2017.0,8.0,False,,,,,True,1,,
16.3,300.0,Commercial Services,Business Products and Services (B2B),,"Irving, TX",United States,2012-07-09,300.0,Buyout/LBO,3901.0,,,,r_00001000,,"Analytics, Hospitality, Software",0,0,0,0,,,,,United States,,,2016.0,9.0,False,,,,,True,1,,
